"","timestamp","Armadillo.de.los.Infante.Wind.Speed..80.m.","Armadillo.de.los.Infante.Wind.Direction..80.m."
"529",2020-05-02 00:00:00,12.641076,109.9831
"530",2020-05-02 01:00:00,10.636766,113.96249
"531",2020-05-02 02:00:00,7.24486,116.56505
"532",2020-05-02 03:00:00,5.3517847,132.27368
"533",2020-05-02 04:00:00,3.7585104,163.30075
"534",2020-05-02 05:00:00,3.319036,192.52881
"535",2020-05-02 06:00:00,3.319036,229.39871
"536",2020-05-02 07:00:00,3.9763298,264.80557
"537",2020-05-02 08:00:00,3.096837,324.46234
"538",2020-05-02 09:00:00,2.52,360
"539",2020-05-02 10:00:00,2.4149535,26.565033
"540",2020-05-02 11:00:00,3.8773184,68.19859
